replay,user,group,puzzle,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,Snapshots,CheckSolution,cube,pyramid,ramp,cylinder,cone,sphere
3. Rotate a Pyramid~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,63.03334299999999,0.0,2,3,1,0,1,0,0,1,0,2,0,0,0,0
Angled Silhouette~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,90.14590000000001,0.0,6,8,0,0,2,0,0,2,2,2,0,0,2,0
8. Combine 2 Ramps~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,190.02908399999998,0.0,2,25,25,0,0,1,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,69.671029,0.0,2,0,5,0,0,3,0,2,1,1,0,0,0,0
Tetromino~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Tetromino,72.31320400000001,0.0,2,0,2,4,0,0,0,1,2,0,0,0,0,0
7. Max 2 Boxes~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,111.02396900000001,0.0,2,0,1,24,1,0,0,2,2,0,0,0,0,0
Pi Henge~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Pi Henge,41.820381,0.0,3,0,8,5,0,1,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,299.2058010000002,0.0,2,0,7,31,0,9,1,3,0,0,0,1,1,0
45-Degree Rotations~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,17.205038000000002,0.0,5,8,0,0,0,0,0,1,0,0,4,0,0,1
1. One Box~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,1. One Box,87.71221000000001,0.0,1,0,0,0,0,19,0,1,1,0,0,0,0,0
5. Removing Objects~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,183.19230599999997,0.0,5,0,11,0,4,0,0,4,1,2,0,0,2,0
2. Separated Boxes~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,106.80385699999997,0.0,4,0,5,0,2,0,0,5,4,0,0,0,0,0
6. Stretch a Ramp~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,199.515899,0.0,1,0,0,38,0,1,0,3,0,0,1,0,0,0
Pyramids are Strange~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,119.11247700000003,0.0,4,12,0,1,0,2,0,1,0,4,0,0,0,0
Boxes Obscure Spheres~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Boxes Obscure Spheres,97.83327499999999,0.0,4,4,6,0,0,9,1,1,1,0,0,2,0,1
Square Cross-Sections~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,918.9937370000004,0.0,21,12,19,15,12,33,1,4,1,5,4,3,3,5
Stranger Shapes~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Stranger Shapes,450.45273000000003,0.0,2,12,34,2,0,25,12,5,0,2,0,0,0,0
Bird Fez~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Bird Fez,217.866985,0.0,10,9,2,3,0,27,0,4,3,0,0,3,2,2
Object Limits~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Object Limits,138.24649099999996,0.0,1,0,1,10,0,0,0,4,1,0,0,0,0,0
Sugar Cones~1,b69eb4ca4b4ae19e8e4f2e3129da7fd3,cb71040b5bd1341a34afc24961536ebd,Sugar Cones,531.0835829999996,0.0,5,36,18,0,0,15,6,11,0,0,0,0,5,0
More Than Meets Your Eye~4,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,More Than Meets Your Eye,923.5319779999998,0.0,16,12,67,44,6,98,22,5,10,1,4,1,0,0
3. Rotate a Pyramid~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,30.059088,0.0,1,3,0,0,0,0,0,1,0,1,0,0,0,0
Angled Silhouette~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,151.036521,0.0,6,8,1,3,3,6,2,2,2,2,0,0,2,0
8. Combine 2 Ramps~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,90.89257300000001,0.0,2,6,4,0,0,5,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,59.811874,0.0,2,0,1,0,0,2,0,1,1,1,0,0,0,0
Tetromino~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Tetromino,82.43473800000002,0.0,2,0,0,2,0,12,1,1,2,0,0,0,0,0
7. Max 2 Boxes~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,81.95216300000001,0.0,1,0,2,5,0,0,0,1,1,0,0,0,0,0
Pi Henge~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Pi Henge,85.32477300000001,0.0,3,0,4,5,0,0,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,78.55020300000001,0.0,2,0,5,4,0,0,0,1,0,0,0,1,1,0
45-Degree Rotations~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,128.804867,0.0,6,12,0,0,1,1,0,1,0,0,5,0,0,1
1. One Box~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,1. One Box,93.900158,0.0,1,0,14,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,190.324371,0.0,6,0,0,0,0,28,0,1,2,2,0,0,2,0
2. Separated Boxes~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,70.54622800000001,0.0,2,0,7,0,0,6,0,1,2,0,0,0,0,0
6. Stretch a Ramp~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,107.018749,0.0,1,0,0,14,0,3,0,2,0,0,1,0,0,0
Not Bird~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Not Bird,101.76839499999998,0.0,4,4,0,1,1,25,0,2,0,0,0,2,1,1
Pyramids are Strange~3,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,391.05670099999975,0.0,4,39,17,3,0,9,15,1,0,4,0,0,0,0
Boxes Obscure Spheres~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Boxes Obscure Spheres,201.85970600000007,79.121819,6,4,10,0,2,8,4,1,3,0,0,2,0,1
Square Cross-Sections~2,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,66.20910199999999,0.0,3,4,0,0,0,4,0,1,0,1,1,1,0,0
Stranger Shapes~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Stranger Shapes,312.634471,0.0,2,4,28,2,0,16,16,6,0,2,0,0,0,0
Bird Fez~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Bird Fez,96.28067800000004,0.0,3,2,6,1,0,0,0,1,1,0,0,0,1,1
Ramp Up and Can It~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Ramp Up and Can It,166.59652700000004,52.697418,2,0,34,0,0,3,3,3,0,0,1,1,0,0
Object Limits~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Object Limits,93.943018,0.0,1,0,0,4,0,12,6,2,1,0,0,0,0,0
Sugar Cones~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Sugar Cones,74.57077400000001,0.0,2,4,1,0,0,6,2,1,0,0,0,0,2,0
Tall and Small~1,bac28f12fa9332df145bc5950d29c5d4,cb71040b5bd1341a34afc24961536ebd,Tall and Small,349.56124400000004,0.0,4,0,26,30,2,42,5,2,2,0,0,0,0,2
3. Rotate a Pyramid~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,50.091992000000005,0.0,1,5,0,0,0,3,0,2,0,1,0,0,0,0
Angled Silhouette~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,43.51975500000001,33.582228,3,4,1,1,0,4,0,1,1,2,0,0,0,0
8. Combine 2 Ramps~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,48.367445,0.0,2,6,2,0,0,0,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,30.329046,0.0,2,0,5,0,0,1,0,1,1,1,0,0,0,0
Tetromino~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Tetromino,49.971360999999995,0.0,2,0,2,2,0,14,0,1,2,0,0,0,0,0
7. Max 2 Boxes~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,33.874538,0.0,2,0,1,1,0,0,0,1,2,0,0,0,0,0
Pi Henge~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Pi Henge,68.07474300000001,0.0,3,0,2,5,0,1,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,33.387761000000005,48.724457,2,0,7,2,0,0,0,1,0,0,0,1,1,0
45-Degree Rotations~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,82.07764999999999,0.0,5,8,0,0,0,3,0,1,0,0,4,0,0,1
1. One Box~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,1. One Box,19.320993999999995,0.0,1,0,0,0,0,3,0,1,1,0,0,0,0,0
5. Removing Objects~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,33.458434000000004,0.0,2,0,2,0,0,0,0,1,0,1,0,0,1,0
2. Separated Boxes~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,27.454201,72.720245,2,0,3,0,0,0,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,52.475629,0.0,1,0,0,4,0,4,0,2,0,0,1,0,0,0
Pyramids are Strange~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,102.24296799999998,0.0,4,22,0,1,0,2,0,1,0,4,0,0,0,0
Boxes Obscure Spheres~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Boxes Obscure Spheres,207.23944399999993,52.537629,9,8,11,2,2,15,0,3,4,0,0,4,0,1
Square Cross-Sections~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,53.075238,0.0,3,4,0,0,0,5,0,1,0,1,1,1,0,0
Bird Fez~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Bird Fez,63.966178000000006,0.0,3,2,3,1,0,3,0,1,1,0,0,0,1,1
Object Limits~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Object Limits,399.219642,195.289557,3,0,10,13,0,25,15,11,3,0,0,0,0,0
Sugar Cones~1,c43889e351f4bfee0ab575565214a1b1,cb71040b5bd1341a34afc24961536ebd,Sugar Cones,87.48267700000002,0.0,2,4,5,0,0,2,0,1,0,0,0,0,2,0
2. Separated Boxes~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,64.35512599999998,38.300441,2,0,3,0,0,0,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,184.62224300000005,0.0,5,0,0,23,4,12,0,3,0,0,5,0,0,0
7. Max 2 Boxes~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,45.500114999999994,0.0,2,0,2,2,1,0,0,1,2,0,0,0,0,0
3. Rotate a Pyramid~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,77.00006300000001,0.0,1,5,0,0,0,2,0,2,0,1,0,0,0,0
Bird Fez~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,Bird Fez,239.895123,230.120861,11,8,2,1,5,3,0,5,3,4,0,1,1,2
8. Combine 2 Ramps~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,168.888622,0.0,2,23,8,0,0,3,0,1,0,0,2,0,0,0
Pi Henge~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,Pi Henge,146.06101400000003,0.0,3,0,6,5,0,20,0,1,3,0,0,0,0,0
Pyramids are Strange~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,191.31497299999992,0.0,5,31,2,2,1,6,0,4,0,5,0,0,0,0
9. Scaling Round Objects~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,82.44318000000001,0.0,2,0,9,2,0,0,0,1,0,0,0,1,1,0
45-Degree Rotations~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,790.5964679999995,0.0,24,58,12,0,4,13,0,6,0,0,20,0,0,4
4. Match Silhouettes~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,498.36649399999993,49.343526,9,0,78,0,5,9,0,4,4,5,0,0,0,0
1. One Box~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,1. One Box,122.861779,0.0,2,0,5,0,1,0,0,1,2,0,0,0,0,0
5. Removing Objects~1,e6662110d004759d74de8f6a94dcf85a,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,186.30528400000003,67.427637,7,0,6,0,3,7,0,3,1,3,0,0,3,0
Square Cross-Sections~1,3a614ffabbc581c7298ad2d92ab1d137,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,63.78567699999999,87.945944,3,4,0,0,0,0,0,1,0,1,1,1,0,0
3. Rotate a Pyramid~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,141.786872,0.0,2,17,4,0,0,16,0,3,0,2,0,0,0,0
Angled Silhouette~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,41.138938,0.0,4,0,0,0,0,0,0,1,2,2,0,0,0,0
8. Combine 2 Ramps~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,266.0606629999999,0.0,4,27,20,0,2,8,1,2,0,0,4,0,0,0
4. Match Silhouettes~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,156.46034100000003,0.0,3,0,9,0,0,31,1,1,2,1,0,0,0,0
Tetromino~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Tetromino,43.481943,0.0,4,0,4,0,0,0,0,1,4,0,0,0,0,0
7. Max 2 Boxes~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,76.44320700000002,0.0,1,0,0,8,0,0,0,3,1,0,0,0,0,0
Pi Henge~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Pi Henge,193.46143799999996,0.0,3,2,18,14,0,13,0,2,3,0,0,0,0,0
9. Scaling Round Objects~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,156.37476900000001,0.0,2,0,9,9,0,0,0,3,0,0,0,1,1,0
45-Degree Rotations~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,361.478144,0.0,5,48,20,0,0,5,0,1,0,0,4,0,0,1
1. One Box~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,1. One Box,84.009816,0.0,3,0,5,0,2,0,0,1,3,0,0,0,0,0
5. Removing Objects~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,263.65565600000014,0.0,3,0,53,0,1,23,0,3,1,1,0,0,1,0
2. Separated Boxes~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,70.16592499999999,0.0,4,0,10,0,1,0,0,2,4,0,0,0,0,0
6. Stretch a Ramp~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,120.796795,0.0,1,0,0,20,0,4,0,2,0,0,1,0,0,0
Pyramids are Strange~2,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,119.24822800000004,0.0,4,10,14,1,0,6,0,1,0,4,0,0,0,0
Boxes Obscure Spheres~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Boxes Obscure Spheres,681.3070940000001,0.0,13,24,25,8,9,43,0,8,5,0,0,5,0,3
Square Cross-Sections~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,275.08399799999984,0.0,8,15,7,9,5,0,0,2,1,1,2,1,1,2
Stranger Shapes~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Stranger Shapes,451.1137529999999,0.0,4,46,22,42,2,17,1,9,0,4,0,0,0,0
Bird Fez~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Bird Fez,149.071132,0.0,3,2,14,3,0,6,0,2,1,0,0,0,1,1
Object Limits~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Object Limits,106.07637900000002,0.0,2,0,3,14,1,0,0,3,2,0,0,0,0,0
Sugar Cones~2,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Sugar Cones,169.68596599999998,0.0,3,12,10,0,1,2,0,3,0,0,0,0,3,0
Tall and Small~1,d2123496f464e618b6b4baf50c3da1e6,cb71040b5bd1341a34afc24961536ebd,Tall and Small,333.455516,0.0,5,0,46,38,3,28,1,5,4,0,0,0,0,1
2. Separated Boxes~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,595.85981,0.0,9,0,32,0,5,45,0,1,9,0,0,0,0,0
6. Stretch a Ramp~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,32.684989,0.0,1,0,0,2,0,0,0,1,0,0,1,0,0,0
7. Max 2 Boxes~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,257.484374,0.0,4,0,2,33,2,5,0,3,4,0,0,0,0,0
3. Rotate a Pyramid~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,177.29796099999996,0.0,1,51,2,0,0,3,0,1,0,1,0,0,0,0
8. Combine 2 Ramps~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,81.32226,176.808067,2,8,2,0,0,2,0,1,0,0,2,0,0,0
9. Scaling Round Objects~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,60.060841,0.0,3,0,1,3,1,0,0,1,0,0,0,1,2,0
4. Match Silhouettes~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,49.05952400000002,35.545736,2,0,7,0,0,0,0,1,1,1,0,0,0,0
1. One Box~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,1. One Box,121.77300500000001,0.0,3,0,9,0,2,4,0,1,3,0,0,0,0,0
5. Removing Objects~1,58f4734cf6b706ff75c516a60d6b5781,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,21.570344000000002,154.00936,2,0,0,0,0,0,0,1,0,1,0,0,1,0
2. Separated Boxes~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,73.17485600000002,39.667893,2,0,3,0,0,10,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,358.33234500000003,54.658097,2,0,4,58,1,27,0,4,0,0,2,0,0,0
7. Max 2 Boxes~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,53.807452,0.0,1,0,2,4,0,1,0,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,117.03535299999999,69.483138,1,1,13,0,0,7,0,1,0,1,0,0,0,0
Bird Fez~2,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,Bird Fez,95.27337200000002,367.717713,3,2,5,9,0,6,0,2,1,0,0,0,1,1
8. Combine 2 Ramps~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,367.1110000000001,0.0,3,25,10,0,1,36,0,4,0,0,3,0,0,0
Pi Henge~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,Pi Henge,69.30053399999998,0.0,3,0,2,7,0,1,0,1,3,0,0,0,0,0
Pyramids are Strange~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,279.03884099999993,0.0,6,10,12,34,2,46,0,1,0,6,0,0,0,0
Square Cross-Sections~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,391.7849450000002,51.515026,5,14,12,0,2,57,0,3,0,1,1,1,1,1
9. Scaling Round Objects~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,362.03050399999995,34.822282,3,0,13,54,1,11,0,2,0,0,0,1,2,0
45-Degree Rotations~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,79.54323200000002,219.001116,5,8,0,0,0,0,0,1,0,0,4,0,0,1
4. Match Silhouettes~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,86.932126,0.0,2,0,5,0,0,10,0,2,1,1,0,0,0,0
1. One Box~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,1. One Box,49.61939600000001,47.11215,1,0,2,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,ac5b8161e38c3ac6753b0654de52823b,cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,306.53539700000005,67.917438,7,0,4,0,0,3,0,1,1,4,0,0,2,0
2. Separated Boxes~1,5bc813de10b7e5cf4f75066d56c60778,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,44.46449500000001,0.0,2,0,3,0,0,0,0,2,2,0,0,0,0,0
3. Rotate a Pyramid~1,5bc813de10b7e5cf4f75066d56c60778,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,69.020537,0.0,1,1,0,0,0,3,0,2,0,1,0,0,0,0
4. Match Silhouettes~1,5bc813de10b7e5cf4f75066d56c60778,cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,73.1931,0.0,3,0,2,0,1,0,0,2,1,2,0,0,0,0
1. One Box~1,5bc813de10b7e5cf4f75066d56c60778,cb71040b5bd1341a34afc24961536ebd,1. One Box,19.124776,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1. One Box~1,bd9ae4e1453529db67c9f12cc318df66,cb71040b5bd1341a34afc24961536ebd,1. One Box,60.590726000000004,0.0,1,0,18,0,0,0,0,1,1,0,0,0,0,0
2. Separated Boxes~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,693.9020670000006,0.0,10,0,52,0,7,55,39,14,10,0,0,0,0,0
6. Stretch a Ramp~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,450.552949,0.0,2,0,0,41,1,90,4,1,0,0,2,0,0,0
7. Max 2 Boxes~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,298.37358700000004,0.0,1,0,2,21,0,58,9,2,1,0,0,0,0,0
3. Rotate a Pyramid~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,154.84354399999998,0.0,3,16,0,0,2,13,4,1,0,3,0,0,0,0
Angled Silhouette~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,321.1101720000001,413.455106,7,10,2,5,4,35,12,4,2,5,0,0,0,0
8. Combine 2 Ramps~2,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,123.00271599999998,0.0,2,25,3,0,0,24,2,1,0,0,2,0,0,0
Square Cross-Sections~1,245b1824b004e18dc67f195876944f29,cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,528.9928120000002,0.0,12,12,4,40,9,5,25,5,3,3,3,1,0,2
