Competence,TypeTag,Tag,AnnotationTime,FinalAnnotationTime,Game,User,SequenceOrder,Level,Group,Replay
rotation,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
cam_perspective,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
snapshots,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
prim_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
scale_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
locate_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
action_seq,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,24,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~3
rotation,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,2,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,11,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,1,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,2,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,12,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,14,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
snapshots,Global,2,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
locate_shapes,Global,2,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
action_seq,Global,2,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,13,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
rotation,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,3,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,4,,,Shadowspect,7ad6a5644dc189d2dd6b366b70f9cca9,18,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,2,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,14,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
cam_perspective,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
snapshots,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
locate_shapes,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
action_seq,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
rotation,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,2,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,3,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,4,,,Shadowspect,6f6b458eb58d511b0bc127cd67a81f84,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,15,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
snapshots,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
locate_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
action_seq,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,16,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
rotation,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,1,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,2,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
cam_perspective,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
snapshots,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
prim_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
scale_shapes,Global,4,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
locate_shapes,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
action_seq,Global,3,,,Shadowspect,00f86c5fc28e8d326cdae17ea97c7387,21,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~2
rotation,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
snapshots,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
locate_shapes,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
action_seq,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,14,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~1
rotation,Global,3,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,3,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,1,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,4,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,2,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,2,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,2,,,Shadowspect,2fc80637fca670560429037eb31234b6,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,0,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,3,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,22,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,3,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
cam_perspective,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
snapshots,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
prim_shapes,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
scale_shapes,Global,3,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
locate_shapes,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
action_seq,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,29,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~7
rotation,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,3,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,30,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,1,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
cam_perspective,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
snapshots,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
prim_shapes,Global,0,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
scale_shapes,Global,0,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
locate_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
action_seq,Global,1,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,33,45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations~3
rotation,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
cam_perspective,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
snapshots,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
prim_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
scale_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
locate_shapes,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
action_seq,Global,4,,,Shadowspect,5e28d61160368358430cfe1efe123aa9,35,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~2
rotation,Global,3,,,Shadowspect,ef0b43cdf2d6ac99ff1bf5c2284e932a,9,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
